reference,doi,title,year,type,journal,authors
hal-02403760,10.1140/epjc/s10052-020-7907-9,"Measurement of the $t\bar{t}$ production cross-section and lepton differential distributions in $e\mu $ dilepton events from $pp$ collisions at $\sqrt{s}=13\,\text {TeV}$ with the ATLAS detector",2020,Article,Eur.Phys.J.C,Georges Aad; Brad Abbott; Dale Charles Abbott; Adam Abed Abud; Kira Abeling; Deshan Kavishka Abhayasinghe et al.
hal-02345117,10.1017/jfm.2019.936,Wake behind contaminated bubbles in a solid-body rotating flow,2020,Article,Journal of Fluid Mechanics,Marie Rastello; Jean-Louis Marié
hal-02404203,10.1051/epjconf/202022800003,Absolute calibration of the polarisation angle for future CMB B-mode experiments from current and future measurements of the Crab nebula,2020,Communication,,J. Aumont; A. Ritacco; J.F. Macías-Pérez; N. Ponthieu; A. Mangilli
hal-01829139,10.1016/j.jsc.2020.06.006,Verification Protocols with Sub-Linear Communication for Polynomial Matrix Operations,2021,Article,Journal of Symbolic Computation,David Lucas; Vincent Neiger; Clément Pernet; Daniel S. Roche; Johan Rosenkilde
hal-02404628,10.1016/j.icarus.2019.113600,Unusual One-Armed Density Waves in the Cassini Division of Saturn's Rings,2020,Article,Icarus,Richard G French; Colleen A Mcghee-French; Philip Nicholson; Mathew M Hedman; Nicole J Rappaport; Essam A Marouf et al.
hal-01628732,10.4208/csiam-am.2020-0001,A unified approach to solving some inverse problems for evolution equations by using observability inequalities,2020,Article,CSIAM Transactions on Applied Mathematics,Kaïs Ammari; Mourad Choulli; Faouzi Triki
hal-02407669,10.1007/978-3-030-19420-8,Dissipative Systems Analysis and Control,2020,Ouvrage,,Bernard Brogliato; Rogelio Lozano; Bernard Maschke; Olav Egeland
hal-02408146,10.1016/j.ymssp.2019.106561,Reconstructing shaft orbit using angle measurement to detect bearing faults,2020,Article,Mechanical Systems and Signal Processing,Guillaume Bruand; Florent Chatelain; Pierre Granjon; Nadine Martin; Christophe Duret
hal-02408292,10.1038/s41560-019-0410-6,Probing the thermal effects of voltage hysteresis in anionic redox-based lithium-rich cathodes using isothermal calorimetry,2019,Article,Nature Energy,Gaurav Assat; Stephen L Glazier; Charles Delacourt; Jean‐marie Tarascon
hal-02408570,10.1002/rnc.4855,An H-infinity interval observer for uncertain continuous‐time linear systems,2020,Article,International Journal of Robust and Nonlinear Control,Nacim Meslem; John Jairo Martinez Molina; Nacim Ramdani; Gildas Besancon
hal-02408714,10.14232/actacyb.24.3.2020.12,Interval Predictors for a Class of Uncertain Discrete-Time Systems,2020,Article,Acta Cybernetica,Nacim Meslem; John Jairo Martinez Molina
hal-02408928,10.1016/b978-0-12-814895-2.00014-8,Adaptive capacity of coupled social-ecological systems to absorb climate extremes,2020,Chapitre d'ouvrage,,Anja Rammig; Michael Bahn; Carolina Vera; Thomas Knoke; Carola Paul; Björn Vollan et al.
hal-02408942,10.1111/1365-2745.13327,"Using proxies of microbial community‐weighted means traits to explain the cascading effect of management intensity, soil and plant traits on ecosystem resilience in mountain grasslands",2020,Article,Journal of Ecology,Gabin Piton; Nicolas Legay; Cindy Arnoldi; Sandra Lavorel; Jean-Christophe Clement; Arnaud Foulquier
hal-02409597,10.1038/s41396-019-0565-y,Exploration of the propagation of transpovirons within Mimiviridae reveals a unique example of commensalism in the viral world,2020,Article,The International Society of Microbiologial Ecology Journal,Sandra Jeudy; Lionel Bertaux; Jean-Marie Alempic; Audrey Lartigue; Matthieu Legendre; Lucid Belmudes et al.
hal-02410874,10.1007/978-3-030-61792-9_34,Simple Intrinsic Simulation of Cellular Automata in Oritatami Molecular Folding Model,2020,Communication,,Daria Pchelina; Nicolas Schabanel; Shinnosuke Seki; Yuki Ubukata
halshs-02411172,10.1016/b978-0-08-102295-5.10825-x,Hegemony,2020,Chapitre d'ouvrage,,Myriam Houssay-Holzschuch
hal-02413235,10.1016/j.ijhydene.2019.11.157,Effect of temperature on fast forging process of Mg-Ni samples for fast formation of Mg2Ni for hydrogen storage,2020,Article,International Journal of Hydrogen Energy,Nataliya Skryabina; Valery Aptukov; Patricia de Rango; Daniel Fruchart
hal-02413245,10.1016/j.ijhydene.2019.07.124,Fast Forging: A new SPD method to synthesize Mg-based alloys for hydrogen storage,2020,Article,International Journal of Hydrogen Energy,Patricia de Rango; Daniel Fruchart; Valery Aptukov; Nataliya Skryabina
hal-02413697,10.1017/s143192761900792x,Operando Liquid-electrochemical TEM for Monitoring Growth and Dissolution Steps of NaO 2 Cubes in Na-O 2 Battery,2019,Article,Microscopy and Microanalysis,Walid Dachraoui; Lukas Lutz; Lee. Johnson; Peter Bruce; Jean‐marie Tarascon; Alexis Grimaud et al.
hal-02414058,10.1021/acs.chemmater.9b02184,Mesoscale Texturation of Organic-Based Negative Electrode Material through in Situ Proton Reduction of Conjugated Carboxylic Acid,2019,Article,Chemistry of Materials,Lionel Fédèle; Frédéric Sauvage; Florent Lepoivre; Sébastien Gottis; Carine Davoisne; Matthieu Courty et al.
hal-02414236,10.1063/5.0005399,Permuting quantum eigenmodes by a quasi-adiabatic motion of a potential wall,2020,Article,Journal of Mathematical Physics,Alessandro Duca; Romain Joly; Dmitry Turaev
hal-02414312,10.3390/fluids6040135,Derivation of an intermediate viscous Serre-Green-Naghdi equation: An Impasse?,2021,Article,Fluids,Denys Dutykh; Hervé Le Meur
hal-02200576,10.1002/jsid.832,Influence of virtual objects' shadows and lighting coherence on distance perception in optical see‐through augmented reality,2020,Article,Journal of the Society for Information Display,Yuan Gao; Etienne Peillard; Jean-Marie Normand; Guillaume Moreau; Yue Liu; Yongtian Wang
hal-02414751,10.1152/jn.00399.2019,"A mean-field approach to the dynamics of networks of complex neurons, from nonlinear Integrate-and-Fire to Hodgkin-Huxley models",2020,Article,Journal of Neurophysiology,Mallory Carlu; Omar Chehab; Leonardo Dalla Porta; Damien Depannemaecker; Charlotte Héricé; Maciej Jedynak et al.
hal-02415078,10.1089/dia.2019.0250,Characterization of Daily Glycemic Variability in Subjects with Type 1 Diabetes Using a Mixture of Metrics,2020,Article,Diabetes Technology and Therapeutics,Fei Zheng; Manon Jalbert; Florence Forbes; Stephane Bonnet; Anne Wojtusciszyn; Sandrine Lablanche et al.
hal-02416084,10.1016/j.ocemod.2019.101530,Brinkman volume penalization for bathymetry in three-dimensional ocean models,2020,Article,Ocean Modelling,Laurent Debreu; Nicholas K.-R. Kevlahan; Patrick Marchesiello
hal-02416466,10.1021/acsabm.9b00932,Formation of Au/Au9Ga4 Alloy Nanoshell on Bacterial Surface through Galvanic Displacement Reaction for High-Contrast Imaging,2020,Article,ACS Applied Bio Materials,Amanpreet Singh; Deepak Bains; Walid Hassen; Jan Dubowski; Narinder Singh
hal-02416925,10.1103/physrevd.101.052005,Searches for electroweak production of supersymmetric particles with compressed mass spectra in $\sqrt{s}=$ 13 TeV $pp$ collisions with the ATLAS detector,2020,Article,Phys.Rev.D,Georges Aad; Brad Abbott; Dale Charles Abbott; Adam Abed Abud; Kira Abeling; Deshan Kavishka Abhayasinghe et al.
hal-02388884,10.3390/wevj10040079,Understanding the Thermal Runaway of Ni-Rich Lithium-Ion Batteries,2019,Article,World Electric Vehicle Journal,Thi Thu Dieu Nguyen; Sara Abada; Amandine Lecocq; Julien Bernard; Martin Petit; Guy Marlair et al.
hal-02418770,10.1016/j.energy.2019.116737,The role of biomass gasification and methanisation in the decarbonisation strategies,2020,Article,Energy,Gabin Mantulet; Adrien Bidaud; Silvana Mima
hal-02419276,10.1051/0004-6361/201937090,Quantum modeling of the optical spectra of carbon clusters structural families and relation to the interstellar extinction UV-bump,2020,Article,Astronomy & Astrophysics - A&A,Clement Dubosq; F. Calvo; Mathias Rapacioli; E. Dartois; T. Pino; C. Falvo et al.
hal-02401458,10.1007/s00216-019-02267-2,Surface plasmon resonance imaging coupled to on-chip mass spectrometry: a new tool to probe protein-GAG interactions,2020,Article,Analytical and Bioanalytical Chemistry,Cédric Przybylski; Florence Gonnet; Els Saesen; Hugues Lortat-Jacob; Régis Daniel
hal-02422167,10.1016/j.mtcomm.2019.100857,Nano-sized magnetocaloric compounds investigation by using magnetization measurement and Monte Carlo simulation: Case of LSMO nanoparticles,2020,Article,Materials Today Communications,L.H. Omari; A. Lekdadri; E.K. Hlil; H. Lassri; R. Mobah; A. Tozri et al.
hal-02423719,10.1007/s12220-021-00655-8,Scattering Theory for the Charged Klein–Gordon Equation in the Exterior De Sitter–Reissner–Nordström Spacetime,2021,Article,J.Geom.Anal.,Nicolas Besset
hal-02423938,10.5802/crmath.3,A connection between topological ligaments in shape optimization and thin tubular inhomogeneities,2020,Article,Comptes Rendus. Mathématique,Charles Dapogny
hal-02151564,10.1214/20-aoas1409,Prediction of the Nash through Penalized Mixture of Logistic Regression Models,2021,Article,Annals of Applied Statistics,Marie Morvan; Emilie Devijver; Madison Giacofci; Valérie Monbet
hal-02425956,10.1080/10255842.2020.1714933,On the importance of substrate deformations for cell migration,2020,Article,Computer Methods in Biomechanics and Biomedical Engineering,Anais Gagnieu; Grégory Chagnon; Yves Chemisky; Angélique Stephanou; Arnaud Chauvière
hal-02426318,10.1016/j.jallcom.2019.153457,Studying on the morphology of primary phase by 3D-CT technology and controlling eutectic growth by tailoring the primary phase,2020,Article,Journal of Alloys and Compounds,Xi Li; Jiantao Wang; Long Hou; Annie Gagnoud; Yves Fautrelle
hal-02427034,10.1103/physrevresearch.2.013001,Dynamical localization corrections to band transport,2020,Article,Physical Review Research,Simone Fratini; S. Ciuchi
hal-02421654,10.1016/j.epsr.2019.106133,Meshed DC microgrid hierarchical control: A differential flatness approach,2020,Article,Electric Power Systems Research,Igyso Zafeiratou; Ionela Prodan; Laurent Lefèvre; Laurent Piétrac
hal-02428237,10.1016/j.ijepes.2019.105753,Economic constrained optimization for power balancing in a DC microgrid: A multi-source elevator system application,2020,Article,International Journal of Electrical Power & Energy Systems,Thanh Hung Pham; Ionela Prodan; Denis Genon-Catalot; Laurent Lefèvre
hal-02428280,10.1007/s40964-019-00107-4,Extruded diameter dependence on temperature and velocity in the fused deposition modeling process,2020,Article,Progress in Additive Manufacturing,Mouhamadou Mansour Mbow; Philippe René Marin; Franck Pourroy
hal-02428505,10.1016/j.cad.2019.102803,As-Stiff-As-Needed Surface Deformation Combining ARAP Energy with an Anisotropic Material,2020,Article,Computer-Aided Design,Youna Le Vaou; Jean-Claude Léon; Stefanie Hahmann; Stéphane Masfrand; Matthieu Mika
hal-01950652,10.1007/s00180-020-01013-y,Dirichlet process mixtures under affine transformations of the data,2021,Article,Computational Statistics,Julyan Arbel; Riccardo Corradin; Bernardo Nipoti
hal-02429359,10.1016/j.optmat.2019.109640,Judd-Ofelt analysis and crystal field calculations of Er3+ ions in new oxyfluorogermanotellurite glasses and glass-ceramics,2020,Article,Optical Materials,Hayat Zanane; Matias Velázquez; Dominique Denux; Jean-René Duclère; Julie Cornette; Aïcha Kermaoui et al.
hal-02429830,10.1126/science.aba5211,Parity-preserving and magnetic field–resilient superconductivity in InSb nanowires with Sn shells,2021,Article,Science,M. Pendharkar; B. Zhang; H. Wu; A. Zarassi; P. Zhang; C. P. Dempsey et al.
hal-02431426,10.1007/jhep03(2020)179,Measurement of isolated-photon plus two-jet production in $pp$ collisions at $\sqrt s=13$ TeV with the ATLAS detector,2020,Article,JHEP,Georges Aad; Brad Abbott; Dale Charles Abbott; Adam Abed Abud; Kira Abeling; Deshan Kavishka Abhayasinghe et al.
hal-02431432,10.1103/physrevd.101.052007,Measurement of soft-drop jet observables in $pp$ collisions with the ATLAS detector at $\sqrt {s}$ =13 TeV,2020,Article,Phys.Rev.D,Georges Aad; Brad Abbott; Dale Charles Abbott; Adam Abed Abud; Kira Abeling; Deshan Kavishka Abhayasinghe et al.
hal-02431460,10.23731/cyrm-2021-003,Storage Ring to Search for Electric Dipole Moments of Charged Particles -- Feasibility Study,2021,Rapport / Mémoire,CERN Yellow Rep.Monogr.,F. Abusaif; A. Aggarwal; A. Aksentev; B. Alberdi-Esuain; A. Atanasov; L. Barion et al.
hal-02431543,10.1103/physrevc.101.024316,$\alpha$ decay to a doubly magic core in the quartetting wave function approach,2020,Article,Physical Review C,Shuo Yang; Chang Xu; Gerd Röpke; Peter Schuck; Zhongzhou Ren; Yasuro Funaki et al.
hal-02431701,10.1016/j.cam.2019.112368,Sensitivity of response functions in variational data assimilation for joint parameter and initial state estimation,2020,Article,Journal of Computational and Applied Mathematics,Victor Shutyaev; François-Xavier Le Dimet; Eugene Parmuzin
hal-02431962,10.3390/genes11010065,"Glabralysins, Potential New β-Pore-Forming Toxin Family Members from the Schistosomiasis Vector Snail Biomphalaria glabrata",2020,Article,Genes,Damien Lassalle; Guillaume Tetreau; Silvain Pinaud; Richard Galinier; Neil Crickmore; Benjamin Gourbal et al.
hal-02130127,10.1090/proc/14979,HOLOMORPHIC APPROXIMATION AND MIXED BOUNDARY VALUE PROBLEMS FOR ∂,2020,Article,Proceedings of the American Mathematical Society,Christine Laurent-Thiébaut; Mei-Chi Shaw
hal-02130114,10.1007/s00209-020-02470-3,HOLOMORPHIC APPROXIMATION VIA DOLBEAULT COHOMOLOGY,2020,Article,Mathematische Zeitschrift,Christine Laurent-Thiébaut; Mei-Chi Shaw
hal-02432681,10.1140/epjc/s10052-020-8001-z,Measurement of the transverse momentum distribution of Drell–Yan lepton pairs in proton–proton collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,2020,Article,Eur.Phys.J.C,Georges Aad; Brad Abbott; Dale Charles Abbott; Adam Abed Abud; Kira Abeling; Deshan Kavishka Abhayasinghe et al.
hal-02433477,10.1016/j.sigpro.2020.107472,Using the Proximal Gradient and the Accelerated Proximal Gradient as a Canonical Polyadic tensor decomposition Algorithms in difficult situations,2020,Article,Signal Processing,Marouane Nazih; Khalid Minaoui; Pierre Comon
hal-02433830,10.1109/tmm.2020.2976493,Re-synchronization using the Hand Preceding Model for Multi-modal Fusion in Automatic Continuous Cued Speech Recognition,2021,Article,IEEE Transactions on Multimedia,Li Liu; Gang Feng; Denis Beautemps; Xiao-Ping Zhang
hal-02434514,10.1007/s10822-019-00263-3,"Docking rigid macrocycles using Convex-PL, AutoDock Vina, and RDKit in the D3R Grand Challenge 4",2020,Article,Journal of Computer-Aided Molecular Design,Maria Kadukova; Vladimir Chupin; Sergei Grudinin
hal-02434585,10.1371/journal.pcbi.1007870,Combining molecular dynamics simulations with small-angle X-ray and neutron scattering data to study multi-domain proteins in solution,2020,Article,PLoS Computational Biology,Andreas Haahr Larsen; Yong Wang; Alessandro Bottaro; Sergei Grudinin; Lise Arleth; Kresten Lindorff-Larsen
hal-01911969,10.1109/tsp.2020.2965305,Hyperspectral super-resolution with coupled Tucker approximation: Recoverability and SVD-based algorithms,2020,Article,IEEE Transactions on Signal Processing,Clémence Prévost; Konstantin Usevich; Pierre Comon; David Brie
hal-02434671,10.1109/lgrs.2019.2958203,Spectral Unmixing: A Derivation of the Extended Linear Mixing Model from the Hapke Model,2020,Article,IEEE Geoscience and Remote Sensing Letters,Lucas Drumetz; Jocelyn Chanussot; Christian Jutten
inserm-02434819,10.3389/fneur.2019.01263,Epileptogenicity Maps of Intracerebral Fast Activities (60–100 Hz) at Seizure Onset in Epilepsy Surgery Candidates,2019,Article,Frontiers in Neurology,Anne-Sophie Job; Olivier David; Lorella Minotti; Fabrice Bartolomei; Stephan Chabardès; Philippe Kahane
hal-02434896,10.1038/s41431-018-0305-1,A National French consensus on gene lists for the diagnosis of myopathies using next-generation sequencing,2019,Article,European Journal of Human Genetics,Martin Krahn; Valérie Biancalana; Mathieu Cerino; Aurélien Perrin; Laurence Michel-Calemard; Juliette Nectoux et al.
hal-02435610,10.3390/s20020405,Collaborative Smartphone-Based User Positioning in a Multiple-User Context Using Wireless Technologies,2020,Article,Sensors,Viet-Cuong Ta; Trung-Kien Dao; Dominique Vaufreydaz; Eric Castelli
hal-02435731,10.1007/s11263-021-01467-7,Synthetic Humans for Action Recognition from Unseen Viewpoints,2021,Article,International Journal of Computer Vision,Gül Varol; Ivan Laptev; Cordelia Schmid; Andrew Zisserman
hal-02342441,10.1109/iesm45758.2019.8948110,Integrated Laycan and Berth Allocation Problem,2020,Communication,,Hamza Bouzekri; Gülgün Alpan; Vincent Giard
hal-02435896,10.1007/978-3-030-37534-8_1,Scaling Agile – A Large Enterprise View on Delivering and Ensuring Sustainable Transitions,2020,Chapitre d'ouvrage,,Alexander Poth; Mario Kottke; Andreas Riel
